batch,intent,question,faq_coverage,faq_source,source_url,find_in_source_ctrlF,faq_note,origin,seed_id,source_ref
Batch 4,ppa_change_request,Can I change my PPA after starting work there?,Not covered,-,,,No PPA-change procedure described in these sources.,original,S-1421,
Batch 4,posting_influence,Can I choose my posting state?,Not covered,-,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Concessional,Only official override is concessional posting: marital ground (posting to husband's state) or health ground -- not general state choice.,original,S-1416,
Batch 4,batch_stream_timing,How do I know my NYSC batch?,Covered,PDF/MOBREG,,,Not addressed.,original,S-0699,
Batch 4,ppa_course_matching,How viable is [state] for an engineering graduate?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0700,
Batch 4,ppa_accommodation,"If posted to a tertiary institution, can the university provide accommodation for such corp member?",Not covered,-,,,Not addressed.,original,S-0701,
Batch 4,posting_influence,Does class of degree (aside first class) determine PPA?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0702,
Batch 4,ppa_course_matching,"I have a degree in Geology and Mining and chose Enugu, Akwa Ibom and Lagos. Can you guess a likely PPA?",Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0703,
Batch 4,posting_influence,Can I influence my posting?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0704,
Batch 4,stream_assignment,BTW how are people selected for the streams?,Not covered,-,,,No explanation of Stream 1 vs Stream 2 selection logic.,original,S-0159,
Batch 4,profile_data_error,On my NYSC mobilization list my gender appeared as female instead of male. Will this pose as a problem?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Class of Degree,Class of Degree and Qualification corrections follow the same dashboard flow as course correction; approval is by institution's SAO.,original,S-0706,
Batch 4,general_meta_about_nysc,Why is NYSC compulsory for Nigerian youths who have just finished from the higher institution?,Not covered,guide,,,"These are administrative/procedural FAQs, not general 'what is NYSC' explainer content.",original,S-0707,
Batch 4,general_meta_about_nysc,How was your NYSC experience?,Not covered,guide,,,"These are administrative/procedural FAQs, not general 'what is NYSC' explainer content.",original,S-0708,
Batch 4,general_meta_about_nysc,What is NYSC?,Not covered,guide,,,"These are administrative/procedural FAQs, not general 'what is NYSC' explainer content.",original,S-0709,
Batch 4,registration_documents_general,How do I register for NYSC?,Covered,MOBREG,https://www.nysc.gov.ng/mobreg.html,Requirements,"Functional email + Nigerian GSM number, correct matriculation number, name must appear on Senate list, compliant passport photo (white/off-white background, full face, centered).",original,S-0710,
Batch 4,age_eligibility,Am I eligible for NYSC?,Not covered,-,,,No age-eligibility rule stated in these specific FAQ sources.,original,S-0711,
Batch 4,registration_documents_general,What documents are needed for NYSC registration?,Covered,MOBREG,https://www.nysc.gov.ng/mobreg.html,Requirements,"Functional email + Nigerian GSM number, correct matriculation number, name must appear on Senate list, compliant passport photo (white/off-white background, full face, centered).",original,S-0712,
Batch 4,portal_open_registration_window,Can I register after the deadline?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0713,
Batch 4,cds_general,What is CDS in NYSC?,Not covered,-,,,Not addressed (CDS is a named department at nysc.gov.ng/cds.html but no FAQ content retrieved).,original,S-0714,
Batch 4,general_meta_about_nysc,Is NYSC a waste of time?,Not covered,guide,,,"These are administrative/procedural FAQs, not general 'what is NYSC' explainer content.",original,S-0715,
Batch 4,biometric_capture,"I keyed in my details, was told success, login to make payment, but login says I've missed fingerprint 3 times",Covered,MOBREG/PORTAL,,proxy,Must not be done by proxy; same fingers used at registration are checked at camp. Digital Persona U.are.U 4500 scanner required if doing biometrics outside an NYSC office.,original,S-0716,
Batch 4,batch_stream_timing,"This batch B stream 2 is for those who registered March. Does that mean I can't register now, or is it Batch C I should prepare for?",Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0717,
Batch 4,portal_open_registration_window,When is NYSC Batch A Stream 1 registration starting?,Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0718,
Batch 4,logistics_arrival_timing,"Please, those that missed the online on-camp registration for very cogent reasons but showed up 6 days late and was told registration had closed -- what should I do now?",Covered,PDF/MOBREG,,Mobilization Time Table,Official Mobilization Time Table published at nysc.gov.ng/mobtable.html.,original,S-0550,
Batch 4,jamb_name_mismatch,"Heard JAMB now has embargo on correction of names, my middle name was abbreviated in my admission letter, need it corrected before certificate issued for service. Any means to correct it?",Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Correction of Name,Login to dashboard > Apply for Name Correction > fill fields > Place Request. NYSC does not add/remove names; that requires institution to write NYSC directly.,original,S-0720,
Batch 4,name_correction,I'm at the JAMB office and told to change the name on my NIN to fit what's in my JAMB. Can you imagine that?,Covered,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Correction of Name,Login to dashboard > Apply for Name Correction > fill fields > Place Request. NYSC does not add/remove names; that requires institution to write NYSC directly.,original,S-0721,
Batch 4,final_clearance,My clearance officer allowed me to use affidavit and newspaper publication of change of name -- worried it won't affect final year clearance,Not covered,-,,,Not addressed.,original,S-0722,
Batch 4,age_eligibility,"Am I going to be 30 by December, please am I still eligible for NYSC?",Not covered,-,,,No age-eligibility rule stated in these specific FAQ sources.,original,S-0042,
Batch 4,age_eligibility,"Over 30 years before graduation, can I still go for NYSC?",Not covered,-,,,No age-eligibility rule stated in these specific FAQ sources.,original,S-0724,
Batch 4,age_eligibility,Can you serve at 30 or 31?,Not covered,-,,,No age-eligibility rule stated in these specific FAQ sources.,original,S-0473,
Batch 4,nerd_clearance_process,Please I need a PDF copy of the NERD clearance slip form,Partial,guide,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Exclusion Letter,Part-time graduates register online and print their Exclusion Letter from the dashboard. 'NERD' terminology not specifically addressed.,original,S-0726,
Batch 4,nerd_clearance_process,What is the role of the NERD accredited enrollment centers since I can enroll myself?,Partial,guide,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Exclusion Letter,Part-time graduates register online and print their Exclusion Letter from the dashboard. 'NERD' terminology not specifically addressed.,original,S-0727,
Batch 4,portal_open_registration_window,Please someone should differentiate between POTAL.NYSC.GOV.NG and www.NYSC.GOV.NG,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Mobilization Time Table,Timetable for registration windows published at nysc.gov.ng/mobtable.html.,original,S-0728,
Batch 4,relocation_general_process,Can I be posted to another state after receiving my call-up letter?,Partial,PDF,,,Not addressed.,original,S-0036,
Batch 4,posting_influence,What if I want to be posted to a specific location?,Not covered,-,,,No official mechanism described for choosing/influencing PPA.,original,S-0704,
Batch 4,relocation_general_process,Can I redeploy during camp?,Partial,PDF,,,Not addressed.,original,S-0362,
Batch 4,relocation_general_process,Can I apply before camp?,Partial,PDF,,,Not addressed.,original,S-0362,
Batch 4,relocation_general_process,Which documents are required for relocation (health/marriage/security)?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Marriage Certificate,"To relocate to husband's state: Marriage Certificate, Newspaper publication for change of name, Letter from husband's employer, husband's means of ID.",original,S-0730,
Batch 4,relocation_general_process,How long does relocation approval take?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0049,
Batch 4,relocation_general_process,Can I reapply if my relocation is rejected?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0731,
Batch 4,relocation_general_process,Do I get to choose my preferred state for relocation?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0732,
Batch 4,relocation_general_process,What happens if my relocation is not approved?,Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Relocation after Camp,'Application for Relocation after Camp' is listed as a dashboard self-service; full step-by-step process not detailed.,original,S-0733,
Batch 4,ppa_rejection_reposting,"Pls pals I need ur help. I was posted to a school very far from my place of residence, how do I get a rejection letter?",Partial,PDF,https://www.nysc.gov.ng/downloads/onlinefaq.pdf,Camp Reposting,"'Printing of Place of Primary Assignment Letter after Camp Reposting' is listed as an available self-service, but the underlying process isn't detailed.",original,S-0734,
Batch 4,marital_family_accommodation,"Abeg NYSC, help me stay close to my husband/family/hospital/job opportunity",Covered,PDF/MOBREG,,married,"Married female PCMs upload marriage certificate, evidence of name change, and husband's place of domicile/ID during registration for concessional posting to husband's state.",original,S-0735,
